# Freq_range	Reflection	Transmission
0.060000	0.133974	1.057647
0.060080	0.215001	1.167909
0.060160	0.236414	1.016908
0.060240	0.186161	0.828377
0.060320	0.174343	0.871724
0.060400	0.251263	1.026278
0.060480	0.319152	0.999256
0.060561	0.292352	0.807136
0.060641	0.242702	0.729868
0.060721	0.282430	0.844396
0.060801	0.375451	0.914315
0.060881	0.394982	0.790408
0.060961	0.335409	0.644822
0.061041	0.323294	0.673029
0.061121	0.405915	0.778145
0.061201	0.471183	0.746783
0.061281	0.434913	0.600424
0.061361	0.381970	0.544706
0.061441	0.423859	0.625643
0.061522	0.511832	0.666781
0.061602	0.519349	0.569263
0.061682	0.454418	0.465803
0.061762	0.444867	0.490226
0.061842	0.523147	0.561397
0.061922	0.573366	0.529587
0.062002	0.527313	0.423407
0.062082	0.477699	0.390868
0.062162	0.520265	0.451293
0.062242	0.593722	0.473121
0.062322	0.585524	0.397881
0.062402	0.521179	0.329923
0.062482	0.518422	0.355507
0.062563	0.588165	0.403819
0.062643	0.619005	0.373050
0.062723	0.566790	0.298295
0.062803	0.526685	0.284962
0.062883	0.570118	0.332007
0.062963	0.625992	0.340773
0.063043	0.603894	0.282701
0.063123	0.546057	0.241392
0.063203	0.552638	0.268363
0.063283	0.612231	0.300659
0.063363	0.624530	0.271396
0.063443	0.571262	0.219792
0.063524	0.544181	0.220085
0.063604	0.587696	0.257246
0.063684	0.626019	0.257092
0.063764	0.594306	0.212022
0.063844	0.547069	0.189618
0.063924	0.562694	0.216728
0.064004	0.611115	0.237395
0.064084	0.608038	0.209977
0.064164	0.558331	0.175257
0.064244	0.544764	0.184445
0.064324	0.586310	0.213726
0.064404	0.608540	0.207616
0.064484	0.571950	0.172669
0.064565	0.537104	0.163507
0.064645	0.559327	0.189653
0.064725	0.595941	0.201797
0.064805	0.581493	0.176614
0.064885	0.538581	0.154459
0.064965	0.536716	0.169274
0.065045	0.573803	0.192200
0.065125	0.582249	0.182369
0.065205	0.544946	0.155677
0.065285	0.522209	0.155987
0.065365	0.547580	0.180670
0.065445	0.572424	0.186703
0.065526	0.550662	0.164175
0.065606	0.516118	0.151774
0.065686	0.522754	0.170302
0.065766	0.553256	0.188327
0.065846	0.550738	0.176555
0.065926	0.515747	0.156986
0.066006	0.503215	0.164515
0.066086	0.528200	0.187918
0.066166	0.542086	0.189909
0.066246	0.516538	0.170535
0.066326	0.490266	0.166263
0.066406	0.501561	0.187785
0.066486	0.524109	0.202537
0.066567	0.513540	0.190423
0.066647	0.482420	0.177506
0.066727	0.476993	0.191321
0.066807	0.498475	0.214418
0.066887	0.502776	0.214451
0.066967	0.475960	0.198993
0.067047	0.456278	0.202343
0.067127	0.468197	0.227389
0.067207	0.482151	0.241028
0.067287	0.466020	0.230375
0.067367	0.438663	0.224453
0.067447	0.436335	0.245033
0.067528	0.451695	0.269938
0.067608	0.447892	0.270637
0.067688	0.420919	0.260487
0.067768	0.404668	0.272271
0.067848	0.413116	0.302955
0.067928	0.418211	0.318776
0.068008	0.398124	0.312140
0.068088	0.372747	0.314639
0.068168	0.368817	0.344123
0.068248	0.375767	0.374612
0.068328	0.365068	0.379738
0.068408	0.337703	0.377170
0.068488	0.320730	0.399420
0.068569	0.321803	0.439462
0.068649	0.318115	0.462118
0.068729	0.295204	0.462709
0.068809	0.269521	0.475276
0.068889	0.259835	0.516161
0.068969	0.257286	0.556463
0.069049	0.241835	0.569563
0.069129	0.214885	0.575344
0.069209	0.195147	0.607598
0.069289	0.187944	0.657959
0.069369	0.178608	0.689031
0.069449	0.157456	0.695563
0.069530	0.134125	0.713080
0.069610	0.120747	0.759401
0.069690	0.113723	0.804833
0.069770	0.101615	0.820096
0.069850	0.083315	0.823718
0.069930	0.068114	0.851459
0.070010	0.060836	0.897654
0.070090	0.056102	0.924068
0.070170	0.047832	0.921643
0.070250	0.037583	0.924691
0.070330	0.030877	0.954911
0.070410	0.029274	0.986394
0.070490	0.029153	0.987901
0.070571	0.026950	0.973244
0.070651	0.023306	0.978540
0.070731	0.021680	1.004106
0.070811	0.023603	1.014958
0.070891	0.026363	0.997975
0.070971	0.026365	0.982833
0.071051	0.024064	0.993967
0.071131	0.023264	1.012065
0.071211	0.025212	1.006494
0.071291	0.026364	0.984998
0.071371	0.023763	0.980741
0.071451	0.019635	0.999024
0.071532	0.017657	1.009864
0.071612	0.017035	0.997035
0.071692	0.014281	0.983789
0.071772	0.009428	0.994856
0.071852	0.005913	1.016982
0.071932	0.004764	1.020848
0.072012	0.003798	1.007787
0.072092	0.003025	1.006435
0.072172	0.005769	1.026042
0.072252	0.013119	1.041533
0.072332	0.022589	1.032919
0.072412	0.034601	1.015283
0.072492	0.054605	1.012663
0.072573	0.084919	1.018798
0.072653	0.120168	1.006537
0.072733	0.156500	0.969363
0.072813	0.199880	0.929425
0.072893	0.257019	0.901568
0.072973	0.321943	0.871137
0.073053	0.382203	0.818736
0.073133	0.437268	0.751070
0.073213	0.498400	0.690511
0.073293	0.567691	0.642235
0.073373	0.630428	0.590235
