# Freq_range	Reflection	Transmission
0.086000	1.043398	0.014713
0.086028	0.963252	0.014142
0.086056	0.895910	0.013219
0.086084	0.856333	0.012069
0.086112	0.852739	0.010865
0.086140	0.884963	0.009793
0.086168	0.944758	0.009001
0.086196	1.017908	0.008577
0.086224	1.087627	0.008522
0.086252	1.138428	0.008759
0.086280	1.159575	0.009152
0.086308	1.147368	0.009534
0.086336	1.105754	0.009754
0.086364	1.045205	0.009701
0.086392	0.980150	0.009334
0.086420	0.925596	0.008685
0.086448	0.893722	0.007851
0.086476	0.891212	0.006969
0.086505	0.917913	0.006184
0.086533	0.967076	0.005615
0.086561	1.027079	0.005333
0.086589	1.084198	0.005340
0.086617	1.125775	0.005578
0.086645	1.143038	0.005940
0.086673	1.132977	0.006295
0.086701	1.098843	0.006522
0.086729	1.049239	0.006532
0.086757	0.996010	0.006292
0.086785	0.951473	0.005825
0.086813	0.925622	0.005207
0.086841	0.923933	0.004546
0.086869	0.946262	0.003958
0.086897	0.987035	0.003539
0.086925	1.036670	0.003346
0.086953	1.083855	0.003382
0.086981	1.118157	0.003603
0.087009	1.132355	0.003923
0.087037	1.123981	0.004240
0.087065	1.095743	0.004454
0.087093	1.054767	0.004495
0.087121	1.010860	0.004334
0.087149	0.974215	0.003990
0.087177	0.953101	0.003523
0.087205	0.952038	0.003018
0.087233	0.970887	0.002568
0.087261	1.005004	0.002252
0.087289	1.046418	0.002116
0.087317	1.085728	0.002164
0.087345	1.114263	0.002362
0.087373	1.126030	0.002640
0.087401	1.118994	0.002916
0.087429	1.095429	0.003110
0.087457	1.061293	0.003164
0.087485	1.024775	0.003054
0.087514	0.994384	0.002795
0.087542	0.977016	0.002433
0.087570	0.976433	0.002039
0.087598	0.992497	0.001689
0.087626	1.021304	0.001445
0.087654	1.056166	0.001347
0.087682	1.089199	0.001398
0.087710	1.113139	0.001572
0.087738	1.122968	0.001811
0.087766	1.116996	0.002050
0.087794	1.097156	0.002222
0.087822	1.068471	0.002280
0.087850	1.037842	0.002204
0.087878	1.012432	0.002003
0.087906	0.998041	0.001718
0.087934	0.997825	0.001405
0.087962	1.011649	0.001126
0.087990	1.036198	0.000934
0.088018	1.065810	0.000861
0.088046	1.093815	0.000912
0.088074	1.114072	0.001063
0.088102	1.122348	0.001270
0.088130	1.117228	0.001476
0.088158	1.100369	0.001627
0.088186	1.076050	0.001684
0.088214	1.050135	0.001629
0.088242	1.028710	0.001471
0.088270	1.016696	0.001241
0.088298	1.016763	0.000987
0.088326	1.028775	0.000761
0.088354	1.049893	0.000606
0.088382	1.075278	0.000551
0.088410	1.099235	0.000599
0.088438	1.116526	0.000731
0.088466	1.123549	0.000910
0.088494	1.119112	0.001089
0.088523	1.104649	0.001222
0.088551	1.083839	0.001276
0.088579	1.061714	0.001236
0.088607	1.043491	0.001108
0.088635	1.033382	0.000919
0.088663	1.033665	0.000709
0.088691	1.044207	0.000522
0.088719	1.062548	0.000395
0.088747	1.084513	0.000352
0.088775	1.105196	0.000397
0.088803	1.120088	0.000513
0.088831	1.126095	0.000669
0.088859	1.122204	0.000825
0.088887	1.109673	0.000943
0.088915	1.091693	0.000993
0.088943	1.072625	0.000962
0.088971	1.056982	0.000856
0.088999	1.048407	0.000698
0.089027	1.048857	0.000522
0.089055	1.058200	0.000364
0.089083	1.074285	0.000258
0.089111	1.093474	0.000224
0.089139	1.111499	0.000265
0.089167	1.124443	0.000368
0.089195	1.129620	0.000505
0.089223	1.126166	0.000643
0.089251	1.115194	0.000747
0.089279	1.099501	0.000793
0.089307	1.082905	0.000769
0.089335	1.069349	0.000680
0.089363	1.062010	0.000545
0.089391	1.062588	0.000394
0.089419	1.070952	0.000259
0.089447	1.085201	0.000169
0.089475	1.102132	0.000141
0.089504	1.117994	0.000178
0.089532	1.129348	0.000270
0.089560	1.133845	0.000392
0.089588	1.130738	0.000515
0.089616	1.121023	0.000609
0.089644	1.107181	0.000652
0.089672	1.092585	0.000633
0.089700	1.080717	0.000556
0.089728	1.074377	0.000439
0.089756	1.075056	0.000307
0.089784	1.082621	0.000189
0.089812	1.095374	0.000110
0.089840	1.110466	0.000087
0.089868	1.124565	0.000121
0.089896	1.134621	0.000205
0.089924	1.138556	0.000315
0.089952	1.135722	0.000426
0.089980	1.127019	0.000511
0.090008	1.114670	0.000551
0.090036	1.101691	0.000535
0.090064	1.091188	0.000468
0.090092	1.085656	0.000364
0.090120	1.086414	0.000246
0.090148	1.093330	0.000141
0.090176	1.104868	0.000072
0.090204	1.118464	0.000052
0.090232	1.131127	0.000084
0.090260	1.140122	0.000160
0.090288	1.143591	0.000261
0.090316	1.140965	0.000363
0.090344	1.133070	0.000442
0.090372	1.121921	0.000479
0.090400	1.110242	0.000466
0.090428	1.100839	0.000405
0.090456	1.095958	0.000311
0.090484	1.096781	0.000205
0.090513	1.103172	0.000110
0.090541	1.113729	0.000047
0.090569	1.126116	0.000029
0.090597	1.137614	0.000060
0.090625	1.145743	0.000131
0.090653	1.148824	0.000225
0.090681	1.146351	0.000320
