# Freq_range	Reflection	Transmission
0.060000	0.252021	1.107725
0.060080	0.162288	0.943531
0.060160	0.113039	0.881898
0.060240	0.217074	0.981454
0.060320	0.332743	1.036793
0.060400	0.293160	0.924616
0.060480	0.188378	0.797565
0.060561	0.221832	0.822244
0.060641	0.369589	0.910394
0.060721	0.414491	0.876726
0.060801	0.307781	0.743322
0.060881	0.254292	0.691201
0.060961	0.371697	0.758971
0.061041	0.491629	0.789979
0.061121	0.439666	0.697412
0.061201	0.327716	0.599683
0.061281	0.367225	0.616167
0.061361	0.515036	0.674813
0.061441	0.546180	0.641264
0.061522	0.431015	0.539921
0.061602	0.383362	0.503872
0.061682	0.500861	0.552595
0.061762	0.603134	0.568263
0.061842	0.536750	0.495715
0.061922	0.431067	0.427471
0.062002	0.477536	0.443818
0.062082	0.608932	0.483534
0.062162	0.616702	0.452840
0.062242	0.502162	0.379836
0.062322	0.469648	0.360578
0.062402	0.580603	0.398293
0.062482	0.654543	0.404349
0.062563	0.576709	0.348732
0.062643	0.488033	0.305053
0.062723	0.542719	0.323579
0.062803	0.650278	0.350642
0.062883	0.633914	0.323083
0.062963	0.528625	0.272157
0.063043	0.516280	0.266308
0.063123	0.616990	0.296607
0.063203	0.660648	0.296194
0.063283	0.577639	0.253601
0.063363	0.512068	0.228197
0.063443	0.573546	0.248242
0.063524	0.654909	0.266166
0.063604	0.619018	0.241362
0.063684	0.529473	0.206737
0.063764	0.537171	0.210201
0.063844	0.624486	0.234638
0.063924	0.640741	0.229742
0.064004	0.559477	0.197047
0.064084	0.518408	0.184632
0.064164	0.582670	0.204978
0.064244	0.638216	0.216035
0.064324	0.589582	0.193746
0.064404	0.519368	0.171143
0.064484	0.543195	0.180678
0.064565	0.614503	0.200209
0.064645	0.608630	0.192340
0.064725	0.534916	0.167434
0.064805	0.516101	0.164262
0.064885	0.578115	0.184069
0.064965	0.610131	0.190006
0.065045	0.555692	0.170239
0.065125	0.505484	0.156788
0.065205	0.539609	0.170287
0.065285	0.593503	0.185816
0.065365	0.571728	0.176250
0.065445	0.509344	0.157836
0.065526	0.508164	0.161528
0.065606	0.563345	0.180545
0.065686	0.575531	0.182887
0.065766	0.521147	0.165857
0.065846	0.489083	0.159810
0.065926	0.527295	0.176210
0.066006	0.563930	0.188801
0.066086	0.532376	0.178726
0.066166	0.482724	0.166160
0.066246	0.493308	0.175492
0.066326	0.538370	0.194115
0.066406	0.535234	0.194389
0.066486	0.484925	0.180571
0.066567	0.467141	0.181153
0.066647	0.503820	0.200401
0.066727	0.524762	0.211490
0.066807	0.488603	0.202227
0.066887	0.450686	0.195546
0.066967	0.466725	0.210440
0.067047	0.499877	0.229902
0.067127	0.485988	0.229962
0.067207	0.441512	0.220312
0.067287	0.432645	0.227822
0.067367	0.463140	0.251086
0.067447	0.470828	0.262882
0.067528	0.433630	0.256280
0.067608	0.404224	0.256449
0.067688	0.419387	0.278225
0.067768	0.440012	0.301051
0.067848	0.419277	0.303620
0.067928	0.380049	0.299953
0.068008	0.373658	0.316038
0.068088	0.394188	0.346117
0.068168	0.391276	0.362180
0.068248	0.354825	0.361059
0.068328	0.329031	0.370119
0.068408	0.337256	0.401602
0.068488	0.345507	0.431891
0.068569	0.321111	0.440783
0.068649	0.285194	0.445515
0.068729	0.274913	0.472420
0.068809	0.282922	0.512941
0.068889	0.272652	0.537395
0.068969	0.238734	0.544202
0.069049	0.212767	0.562872
0.069129	0.210434	0.605200
0.069209	0.208776	0.645219
0.069289	0.185972	0.661546
0.069369	0.154947	0.672613
0.069449	0.139714	0.706389
0.069530	0.137828	0.753985
0.069610	0.127858	0.783499
0.069690	0.104189	0.791796
0.069770	0.083083	0.809414
0.069850	0.075733	0.850329
0.069930	0.073324	0.888611
0.070010	0.063304	0.900155
0.070090	0.047604	0.901487
0.070170	0.037139	0.922533
0.070250	0.035471	0.957819
0.070330	0.035772	0.975371
0.070410	0.031565	0.968485
0.070490	0.024527	0.966294
0.070571	0.020904	0.986515
0.070651	0.023140	1.007305
0.070731	0.026916	1.003265
0.070811	0.026657	0.986631
0.070891	0.022848	0.987319
0.070971	0.021378	1.005020
0.071051	0.024903	1.010773
0.071131	0.028392	0.994459
0.071211	0.026369	0.981033
0.071291	0.021299	0.990174
0.071371	0.019609	1.005287
0.071451	0.021343	1.001262
0.071532	0.020359	0.985148
0.071612	0.014688	0.984355
0.071692	0.009532	1.002515
0.071772	0.008222	1.014265
0.071852	0.007312	1.006328
0.071932	0.004060	0.998208
0.072012	0.002095	1.010061
0.072092	0.004812	1.030141
0.072172	0.009450	1.033460
0.072252	0.013968	1.020718
0.072332	0.023872	1.015418
0.072412	0.044185	1.025009
0.072492	0.069859	1.028286
0.072573	0.094384	1.007935
0.072653	0.123949	0.975863
0.072733	0.169968	0.952369
0.072813	0.228699	0.933670
0.072893	0.283716	0.898569
0.072973	0.331686	0.841995
0.073053	0.388795	0.782472
0.073133	0.462827	0.733808
0.073213	0.535341	0.686460
0.073293	0.586994	0.625930
0.073373	0.627607	0.557102
0.073453	0.679869	0.497113
0.073534	0.740360	0.450309
0.073614	0.782325	0.404656
0.073694	0.798306	0.352698
0.073774	0.813130	0.302886
0.073854	0.844081	0.265386
0.073934	0.872771	0.236783
0.074014	0.875797	0.206883
0.074094	0.864259	0.174659
0.074174	0.866477	0.148169
0.074254	0.882157	0.130704
0.074334	0.884048	0.116019
0.074414	0.864216	0.098679
0.074494	0.847698	0.081736
0.074575	0.851117	0.070422
0.074655	0.855841	0.063434
0.074735	0.840260	0.055512
0.074815	0.816318	0.045770
0.074895	0.809159	0.038134
0.074975	0.815072	0.034314
0.075055	0.808671	0.031245
0.075135	0.786230	0.026341
0.075215	0.771547	0.021293
0.075295	0.775314	0.018666
0.075375	0.777519	0.017618
0.075455	0.762059	0.015593
0.075536	0.743895	0.012498
0.075616	0.742992	0.010435
0.075696	0.750377	0.009992
0.075776	0.744054	0.009446
0.075856	0.726652	0.007774
0.075936	0.720370	0.006155
0.076016	0.728734	0.005759
0.076096	0.730980	0.005825
0.076176	0.717945	0.005105
0.076256	0.707426	0.003921
0.076336	0.713199	0.003438
0.076416	0.721528	0.003645
0.076496	0.715162	0.003496
0.076577	0.702887	0.002723
0.076657	0.703961	0.002184
0.076737	0.714901	0.002319
0.076817	0.715831	0.002459
0.076897	0.704824	0.002039
0.076977	0.700873	0.001517
0.077057	0.710914	0.001511
0.077137	0.718089	0.001752
0.077217	0.711064	0.001608
0.077297	0.703395	0.001167
0.077377	0.709820	0.001028
0.077457	0.720881	0.001250
0.077538	0.719531	0.001298
0.077618	0.710559	0.000982
0.077698	0.712018	0.000751
0.077778	0.723946	0.000888
0.077858	0.728536	0.001045
0.077938	0.721034	0.000872
0.078018	0.717740	0.000607
0.078098	0.727637	0.000634
0.078178	0.736992	0.000825
0.078258	0.733308	0.000787
0.078338	0.726844	0.000543
0.078418	0.732634	0.000467
0.078498	0.744495	0.000631
0.078579	0.745938	0.000699
0.078659	0.738729	0.000520
0.078739	0.739625	0.000372
0.078819	0.751273	0.000468
0.078899	0.757802	0.000598
0.078979	0.752417	0.000509
0.079059	0.749028	0.000332
0.079139	0.757999	0.000343
0.079219	0.768287	0.000488
0.079299	0.766737	0.000488
0.079379	0.760825	0.000326
0.079459	0.765523	0.000261
0.079540	0.777354	0.000378
0.079620	0.780583	0.000449
0.079700	0.774529	0.000336
0.079780	0.774591	0.000220
0.079860	0.785470	0.000280
0.079940	0.793145	0.000389
0.080020	0.789291	0.000344
0.080100	0.785614	0.000211
0.080180	0.793425	0.000205
0.080260	0.804077	0.000316
0.080340	0.804104	0.000337
0.080420	0.798553	0.000223
0.080501	0.802088	0.000160
0.080581	0.813535	0.000241
0.080661	0.818050	0.000311
0.080741	0.812919	0.000240
0.080821	0.812153	0.000143
0.080901	0.822098	0.000176
0.080981	0.830512	0.000267
0.081061	0.827909	0.000251
0.081141	0.823955	0.000148
0.081221	0.830582	0.000128
0.081301	0.841310	0.000213
0.081381	0.842609	0.000247
0.081461	0.837381	0.000165
0.081542	0.839814	0.000104
0.081622	0.850719	0.000159
0.081702	0.856225	0.000225
0.081782	0.851913	0.000183
0.081862	0.850404	0.000101
0.081942	0.859372	0.000113
0.082022	0.868280	0.000190
0.082102	0.866762	0.000192
0.082182	0.862588	0.000112
0.082262	0.868076	0.000084
0.082342	0.878713	0.000148
0.082422	0.881081	0.000188
0.082503	0.876177	0.000131
0.082583	0.877596	0.000072
0.082663	0.887881	0.000107
0.082743	0.894177	0.000169
0.082823	0.890615	0.000146
0.082903	0.888450	0.000076
0.082983	0.896444	0.000075
0.083063	0.905680	0.000139
0.083143	0.905124	0.000153
0.083223	0.900782	0.000091
0.083303	0.905189	0.000057
0.083383	0.915626	0.000105
0.083463	0.918912	0.000147
0.083544	0.914329	0.000109
0.083624	0.914812	0.000054
