# Freq_range	Reflection	Transmission
0.060000	0.146228	0.974801
0.060080	0.152057	0.891363
0.060160	0.206884	0.985929
0.060240	0.248127	1.061002
0.060320	0.233774	0.961167
0.060400	0.214717	0.820601
0.060480	0.252204	0.829675
0.060561	0.314281	0.925586
0.060641	0.326535	0.909507
0.060721	0.296364	0.775047
0.060801	0.302451	0.706173
0.060881	0.363652	0.769140
0.060961	0.406068	0.813965
0.061041	0.385737	0.730255
0.061121	0.362673	0.622204
0.061201	0.401000	0.626414
0.061281	0.461419	0.689944
0.061361	0.466663	0.668801
0.061441	0.430764	0.566309
0.061522	0.435346	0.517494
0.061602	0.492802	0.562171
0.061682	0.526007	0.587502
0.061762	0.497956	0.521002
0.061842	0.473171	0.444793
0.061922	0.508697	0.451907
0.062002	0.558947	0.495049
0.062082	0.553428	0.473119
0.062162	0.514909	0.398810
0.062242	0.519734	0.369976
0.062322	0.569321	0.404849
0.062402	0.589378	0.418004
0.062482	0.555676	0.366424
0.062563	0.533419	0.316504
0.062643	0.566234	0.328372
0.062723	0.603854	0.358307
0.062803	0.588554	0.337089
0.062883	0.551872	0.284695
0.062963	0.559523	0.271653
0.063043	0.600619	0.300312
0.063123	0.608075	0.305437
0.063203	0.572490	0.265452
0.063283	0.556219	0.234988
0.063363	0.586924	0.250348
0.063443	0.612350	0.270976
0.063524	0.590296	0.250867
0.063604	0.559002	0.214590
0.063684	0.570610	0.212552
0.063764	0.603394	0.236329
0.063844	0.600547	0.235963
0.063924	0.566545	0.204829
0.064004	0.557682	0.188130
0.064084	0.586011	0.205225
0.064164	0.600601	0.218948
0.064244	0.575056	0.200185
0.064324	0.551001	0.175732
0.064404	0.565992	0.180942
0.064484	0.590642	0.200553
0.064565	0.580199	0.196514
0.064645	0.550183	0.172371
0.064725	0.548315	0.165415
0.064805	0.573317	0.183001
0.064885	0.578727	0.191598
0.064965	0.552451	0.174490
0.065045	0.535902	0.158981
0.065125	0.552642	0.168975
0.065205	0.569424	0.185132
0.065285	0.553973	0.178881
0.065365	0.529142	0.160590
0.065445	0.532644	0.160803
0.065526	0.553220	0.178343
0.065606	0.551233	0.183346
0.065686	0.526180	0.168296
0.065766	0.516171	0.159962
0.065846	0.532627	0.173418
0.065926	0.542044	0.187044
0.066006	0.523764	0.179885
0.066086	0.504157	0.166891
0.066166	0.510733	0.172890
0.066246	0.525989	0.190565
0.066326	0.518330	0.193498
0.066406	0.495479	0.181096
0.066486	0.490112	0.179111
0.066567	0.504252	0.195757
0.066647	0.506998	0.208174
0.066727	0.487381	0.201500
0.066807	0.471926	0.193865
0.066887	0.478930	0.205396
0.066967	0.488225	0.224242
0.067047	0.476268	0.226948
0.067127	0.455467	0.218207
0.067207	0.452073	0.222761
0.067287	0.461947	0.243526
0.067367	0.458648	0.256820
0.067447	0.438209	0.252519
0.067528	0.424722	0.251174
0.067608	0.429209	0.269326
0.067688	0.431944	0.291634
0.067768	0.416378	0.296800
0.067848	0.396222	0.293566
0.067928	0.391404	0.306144
0.068008	0.395001	0.333523
0.068088	0.385914	0.351103
0.068168	0.364085	0.352056
0.068248	0.349409	0.359033
0.068328	0.348198	0.386377
0.068408	0.343711	0.415995
0.068488	0.324644	0.427476
0.068569	0.303011	0.432373
0.068649	0.293261	0.455241
0.068729	0.288971	0.492691
0.068809	0.274672	0.518714
0.068889	0.251176	0.527809
0.068969	0.233022	0.544363
0.069049	0.224486	0.582328
0.069129	0.213942	0.621764
0.069209	0.193648	0.641346
0.069289	0.171472	0.653453
0.069369	0.157270	0.683792
0.069449	0.147837	0.728794
0.069530	0.133607	0.760866
0.069610	0.114069	0.773149
0.069690	0.097460	0.790455
0.069770	0.087596	0.828359
0.069850	0.079280	0.867277
0.069930	0.067469	0.883891
0.070010	0.054484	0.888647
0.070090	0.045497	0.908323
0.070170	0.041039	0.942259
0.070250	0.037295	0.963379
0.070330	0.031908	0.961988
0.070410	0.026552	0.961142
0.070490	0.023989	0.979137
0.070571	0.024383	1.000296
0.070651	0.025228	1.000934
0.070731	0.024438	0.987792
0.070811	0.022847	0.986964
0.070891	0.022901	1.002075
0.070971	0.024980	1.009415
0.071051	0.026450	0.996981
0.071131	0.025273	0.983842
0.071211	0.022985	0.989300
0.071291	0.022209	1.002435
0.071371	0.022403	1.000719
0.071451	0.020730	0.986653
0.071532	0.016716	0.983405
0.071612	0.012959	0.997492
0.071692	0.010834	1.008931
0.071772	0.008681	1.003803
0.071852	0.005438	0.996187
0.071932	0.003016	1.004844
0.072012	0.003224	1.022920
0.072092	0.005234	1.028920
0.072172	0.008581	1.020355
0.072252	0.015939	1.016208
0.072332	0.029682	1.025322
0.072412	0.048187	1.031532
0.072492	0.069652	1.018316
0.072573	0.097443	0.993051
0.072653	0.136209	0.973250
0.072733	0.183756	0.957961
0.072813	0.233250	0.929370
0.072893	0.283983	0.880680
0.072973	0.342468	0.826084
0.073053	0.409947	0.778753
0.073133	0.476558	0.732483
0.073213	0.533814	0.674449
0.073293	0.586380	0.607104
0.073373	0.642835	0.545211
0.073453	0.699234	0.494583
0.073534	0.742976	0.446132
0.073614	0.772112	0.392514
0.073694	0.798565	0.339915
0.073774	0.828857	0.297860
0.073854	0.853471	0.264940
0.073934	0.862810	0.232430
0.074014	0.863864	0.198196
0.074094	0.869775	0.168709
0.074174	0.879158	0.147748
0.074254	0.879378	0.130648
0.074334	0.868425	0.112080
0.074414	0.859011	0.093742
0.074494	0.858115	0.080306
0.074575	0.856179	0.071445
0.074655	0.843856	0.062669
0.074735	0.828083	0.052452
0.074815	0.820636	0.043817
0.074895	0.818734	0.038725
0.074975	0.810293	0.034950
0.075055	0.794612	0.029914
0.075135	0.783491	0.024556
0.075215	0.781275	0.021190
