# Freq_range	Reflection	Transmission
0.060000	0.165467	1.015628
0.060080	0.181296	0.994189
0.060160	0.198251	0.972952
0.060240	0.214915	0.950230
0.060320	0.232468	0.927312
0.060400	0.249679	0.903703
0.060480	0.267387	0.879499
0.060561	0.284834	0.855365
0.060641	0.302282	0.830349
0.060721	0.319634	0.806015
0.060801	0.336474	0.780699
0.060881	0.353392	0.756446
0.060961	0.369356	0.731328
0.061041	0.385518	0.707406
0.061121	0.400425	0.682922
0.061201	0.415537	0.659561
0.061281	0.429282	0.636062
0.061361	0.443109	0.613466
0.061441	0.455641	0.591203
0.061522	0.468018	0.569564
0.061602	0.479326	0.548685
0.061682	0.490166	0.528171
0.061762	0.500257	0.508743
0.061842	0.509556	0.489493
0.061922	0.518441	0.471514
0.062002	0.526263	0.453633
0.062082	0.533958	0.437059
0.062162	0.540419	0.420609
0.062242	0.546941	0.405372
0.062322	0.552192	0.390371
0.062402	0.557567	0.376397
0.062482	0.561771	0.362824
0.062563	0.566039	0.350040
0.062643	0.569353	0.337835
0.062723	0.572576	0.326180
0.062803	0.575136	0.315254
0.062883	0.577398	0.304674
0.062963	0.579312	0.294922
0.063043	0.580718	0.285371
0.063123	0.582067	0.276679
0.063203	0.582736	0.268111
0.063283	0.583573	0.260367
0.063363	0.583636	0.252739
0.063443	0.583993	0.245840
0.063524	0.583575	0.239103
0.063604	0.583478	0.232960
0.063684	0.582696	0.227058
0.063764	0.582165	0.221598
0.063844	0.581115	0.216473
0.063924	0.580178	0.211639
0.064004	0.578931	0.207226
0.064084	0.577624	0.202979
0.064164	0.576228	0.199211
0.064244	0.574596	0.195522
0.064324	0.573074	0.192337
0.064404	0.571171	0.189185
0.064484	0.569524	0.186524
0.064565	0.567409	0.183895
0.064645	0.565627	0.181708
0.064725	0.563356	0.179589
0.064805	0.561419	0.177838
0.064885	0.559041	0.176215
0.064965	0.556931	0.174872
0.065045	0.554483	0.173733
0.065125	0.552184	0.172784
0.065205	0.549686	0.172112
0.065285	0.547190	0.171555
0.065365	0.544646	0.171335
0.065445	0.541955	0.171179
0.065526	0.539350	0.171398
0.065606	0.536471	0.171659
0.065686	0.533777	0.172309
0.065766	0.530723	0.173010
0.065846	0.527901	0.174089
0.065926	0.524683	0.175259
0.066006	0.521686	0.176773
0.066086	0.518310	0.178445
0.066166	0.515092	0.180414
0.066246	0.511554	0.182620
0.066326	0.508069	0.185077
0.066406	0.504353	0.187856
0.066486	0.500559	0.190847
0.066567	0.496630	0.194240
0.066647	0.492492	0.197825
0.066727	0.488301	0.201880
0.066807	0.483783	0.206137
0.066887	0.479268	0.210911
0.066967	0.474335	0.215927
0.067047	0.469418	0.221490
0.067127	0.464033	0.227368
0.067207	0.458629	0.233806
0.067287	0.452744	0.240660
0.067367	0.446762	0.248078
0.067447	0.440320	0.256034
0.067528	0.433667	0.264558
0.067608	0.426594	0.273753
0.067688	0.419180	0.283530
0.067768	0.411389	0.294113
0.067848	0.403125	0.305311
0.067928	0.394517	0.317436
0.068008	0.385324	0.330239
0.068088	0.375797	0.344067
0.068168	0.365605	0.358663
0.068248	0.355060	0.374352
0.068328	0.343817	0.390921
0.068408	0.332180	0.408612
0.068488	0.319859	0.427304
0.068569	0.307096	0.447102
0.068649	0.293715	0.468003
0.068729	0.279857	0.489946
0.068809	0.265495	0.513045
0.068889	0.250666	0.537063
0.068969	0.235492	0.562199
0.069049	0.219928	0.588069
0.069129	0.204223	0.614892
0.069209	0.188297	0.642186
0.069289	0.172469	0.670116
0.069369	0.156683	0.698176
0.069449	0.141265	0.726395
0.069530	0.126223	0.754327
0.069610	0.111836	0.781817
0.069690	0.098186	0.808547
0.069770	0.085461	0.834178
0.069850	0.073802	0.858568
0.069930	0.063283	0.881242
0.070010	0.054054	0.902250
0.070090	0.046086	0.921075
0.070170	0.039479	0.937929
0.070250	0.034126	0.952371
0.070330	0.030031	0.964712
0.070410	0.027047	0.974690
0.070490	0.025068	0.982633
0.070571	0.023936	0.988525
0.070651	0.023458	0.992634
0.070731	0.023485	0.995197
0.070811	0.023781	0.996377
0.070891	0.024217	0.996619
0.070971	0.024569	0.995972
0.071051	0.024730	0.995001
0.071131	0.024537	0.993670
0.071211	0.023909	0.992558
0.071291	0.022775	0.991591
0.071371	0.021100	0.991255
0.071451	0.018922	0.991487
0.071532	0.016281	0.992585
0.071612	0.013337	0.994520
0.071692	0.010246	0.997333
0.071772	0.007307	1.001013
0.071852	0.004842	1.005297
0.071932	0.003316	1.010121
0.072012	0.003249	1.014902
0.072092	0.005303	1.019422
0.072172	0.010191	1.022785
0.072252	0.018752	1.024522
0.072332	0.031800	1.023513
0.072412	0.050216	1.019022
0.072492	0.074683	1.009913
0.072573	0.105820	0.995351
0.072653	0.143818	0.974545
0.072733	0.188632	0.946923
0.072813	0.239647	0.912438
0.072893	0.295894	0.871165
0.072973	0.355963	0.823978
0.073053	0.418128	0.771704
0.073133	0.480635	0.715889
0.073213	0.541558	0.657816
0.073293	0.599429	0.599142
0.073373	0.652727	0.541137
0.073453	0.700669	0.485058
0.073534	0.742450	0.431826
0.073614	0.777987	0.382089
0.073694	0.807165	0.336328
0.073774	0.830360	0.294656
0.073854	0.847948	0.257196
0.073934	0.860475	0.223724
0.074014	0.868585	0.194134
0.074094	0.872794	0.168057
0.074174	0.873837	0.145270
0.074254	0.872104	0.125390
0.074334	0.868305	0.108149
0.074414	0.862697	0.093219
0.074494	0.855890	0.080329
0.074575	0.848042	0.069228
0.074655	0.839625	0.059665
0.074735	0.830745	0.051461
0.074815	0.821722	0.044400
0.074895	0.812652	0.038357
0.074975	0.803706	0.033154
0.075055	0.794996	0.028706
0.075135	0.786564	0.024875
0.075215	0.778551	0.021600
0.075295	0.770892	0.018777
0.075375	0.763755	0.016359
0.075455	0.757006	0.014276
0.075536	0.750821	0.012486
0.075616	0.745033	0.010943
0.075696	0.739805	0.009613
0.075776	0.734972	0.008467
0.075856	0.730665	0.007473
0.075936	0.726747	0.006618
0.076016	0.723299	0.005872
0.076096	0.720235	0.005231
0.076176	0.717573	0.004667
0.076256	0.715287	0.004182
0.076336	0.713334	0.003755
0.076416	0.711748	0.003385
0.076496	0.710431	0.003058
0.076577	0.709465	0.002775
0.076657	0.708713	0.002523
0.076737	0.708291	0.002303
0.076817	0.708041	0.002107
0.076897	0.708091	0.001935
0.076977	0.708286	0.001782
0.077057	0.708743	0.001645
0.077137	0.709330	0.001525
0.077217	0.710137	0.001415
0.077297	0.711070	0.001319
0.077377	0.712175	0.001231
0.077457	0.713411	0.001153
0.077538	0.714773	0.001081
0.077618	0.716272	0.001018
0.077698	0.717854	0.000958
0.077778	0.719580	0.000906
0.077858	0.721354	0.000856
0.077938	0.723274	0.000812
0.078018	0.725215	0.000770
0.078098	0.727298	0.000733
0.078178	0.729387	0.000698
0.078258	0.731605	0.000665
0.078338	0.733826	0.000636
0.078418	0.736156	0.000607
0.078498	0.738495	0.000582
0.078579	0.740916	0.000557
0.078659	0.743360	0.000535
0.078739	0.745855	0.000513
0.078819	0.748391	0.000493
0.078899	0.750949	0.000474
0.078979	0.753565	0.000457
0.079059	0.756175	0.000439
0.079139	0.758859	0.000424
0.079219	0.761516	0.000408
0.079299	0.764254	0.000394
0.079379	0.766954	0.000380
0.079459	0.769736	0.000368
0.079540	0.772476	0.000355
0.079620	0.775290	0.000343
0.079700	0.778069	0.000332
0.079780	0.780905	0.000322
0.079860	0.783721	0.000312
0.079940	0.786572	0.000302
0.080020	0.789423	0.000293
0.080100	0.792284	0.000283
0.080180	0.795165	0.000275
0.080260	0.798032	0.000266
0.080340	0.800939	0.000259
0.080420	0.803812	0.000251
0.080501	0.806739	0.000244
0.080581	0.809618	0.000237
0.080661	0.812558	0.000231
0.080741	0.815446	0.000224
0.080821	0.818393	0.000218
0.080901	0.821290	0.000212
0.080981	0.824238	0.000206
0.081061	0.827146	0.000201
0.081141	0.830090	0.000195
0.081221	0.833011	0.000190
0.081301	0.835947	0.000185
0.081381	0.838880	0.000181
0.081461	0.841806	0.000176
0.081542	0.844749	0.000172
0.081622	0.847665	0.000167
0.081702	0.850616	0.000163
0.081782	0.853522	0.000159
0.081862	0.856476	0.000155
0.081942	0.859376	0.000151
0.082022	0.862329	0.000148
0.082102	0.865224	0.000144
0.082182	0.868170	0.000141
