# Freq_range	Reflection	Transmission
0.060000	0.158269	1.025710
0.060080	0.173154	1.003679
0.060160	0.190524	0.983697
0.060240	0.206425	0.960921
0.060320	0.224322	0.938510
0.060400	0.241106	0.915390
0.060480	0.258965	0.890982
0.060561	0.276421	0.867755
0.060641	0.293765	0.841989
0.060721	0.311573	0.818765
0.060801	0.328071	0.792392
0.060881	0.345818	0.769210
0.060961	0.361290	0.742980
0.061041	0.378507	0.719872
0.061121	0.392910	0.694436
0.061201	0.409120	0.671481
0.061281	0.422502	0.647325
0.061361	0.437291	0.624670
0.061441	0.449729	0.602090
0.061522	0.462795	0.579958
0.061602	0.474353	0.559065
0.061682	0.485540	0.537729
0.061762	0.496229	0.518490
0.061842	0.505541	0.498232
0.061922	0.515307	0.480522
0.062002	0.522883	0.461600
0.062082	0.531624	0.445248
0.062162	0.537701	0.427859
0.062242	0.545288	0.412701
0.062322	0.550159	0.396955
0.062402	0.556473	0.382860
0.062482	0.560425	0.368780
0.062563	0.565396	0.355665
0.062643	0.568674	0.343188
0.062723	0.572297	0.331022
0.062803	0.575078	0.320018
0.062883	0.577427	0.308806
0.062963	0.579802	0.299103
0.063043	0.581026	0.288871
0.063123	0.583014	0.280280
0.063203	0.583317	0.271060
0.063283	0.584878	0.263397
0.063363	0.584496	0.255206
0.063443	0.585559	0.248314
0.063524	0.584725	0.241145
0.063604	0.585218	0.234901
0.063684	0.584140	0.228716
0.063764	0.584013	0.223041
0.063844	0.582848	0.217772
0.063924	0.582089	0.212623
0.064004	0.580932	0.208181
0.064084	0.579581	0.203547
0.064164	0.578464	0.199825
0.064244	0.576602	0.195719
0.064324	0.575499	0.192608
0.064404	0.573246	0.189050
0.064484	0.572091	0.186449
0.064565	0.569582	0.183461
0.064645	0.568288	0.181282
0.064725	0.565658	0.178878
0.064805	0.564135	0.177060
0.064885	0.561502	0.175240
0.064965	0.559677	0.173747
0.065045	0.557120	0.172493
0.065125	0.554952	0.171315
0.065205	0.552509	0.170599
0.065285	0.549989	0.169750
0.065365	0.547654	0.169531
0.065445	0.544809	0.169044
0.065526	0.542532	0.169278
0.065606	0.539418	0.169198
0.065686	0.537121	0.169844
0.065766	0.533807	0.170220
0.065846	0.531394	0.171247
0.065926	0.527951	0.172128
0.066006	0.525324	0.173522
0.066086	0.521809	0.174952
0.066166	0.518879	0.176720
0.066246	0.515326	0.178733
0.066326	0.512026	0.180905
0.066406	0.508431	0.183529
0.066486	0.504719	0.186160
0.066567	0.501045	0.189416
0.066647	0.496905	0.192583
0.066727	0.493076	0.196493
0.066807	0.488510	0.200291
0.066887	0.484427	0.204881
0.066967	0.479446	0.209420
0.067047	0.474991	0.214731
0.067127	0.469605	0.220129
0.067207	0.464651	0.226222
0.067287	0.458855	0.232604
0.067367	0.453282	0.239566
0.067447	0.447046	0.247060
0.067528	0.440745	0.255010
0.067608	0.434008	0.263742
0.067688	0.426890	0.272833
0.067768	0.419555	0.282931
0.067848	0.411550	0.293347
0.067928	0.403496	0.304942
0.068008	0.394551	0.316889
0.068088	0.385636	0.330116
0.068168	0.375713	0.343814
0.068248	0.365796	0.358809
0.068328	0.354867	0.374474
0.068408	0.343827	0.391373
