# Freq_range	Reflection	Transmission
0.080000	0.789250	0.000335
0.080040	0.789815	0.000316
0.080080	0.791346	0.000304
0.080120	0.793639	0.000312
0.080160	0.795168	0.000317
0.080200	0.795795	0.000303
0.080240	0.796967	0.000287
0.080280	0.799135	0.000290
0.080320	0.801000	0.000298
0.080360	0.801833	0.000290
0.080400	0.802738	0.000274
0.080440	0.804660	0.000271
0.080480	0.806740	0.000279
0.080521	0.807871	0.000278
0.080561	0.808642	0.000263
0.080601	0.810256	0.000255
0.080641	0.812406	0.000261
0.080681	0.813860	0.000264
0.080721	0.814642	0.000253
0.080761	0.815953	0.000242
0.080801	0.818034	0.000244
0.080841	0.819772	0.000250
0.080881	0.820689	0.000243
0.080921	0.821760	0.000231
0.080961	0.823661	0.000229
0.081001	0.825598	0.000236
0.081041	0.826738	0.000233
0.081081	0.827668	0.000222
0.081121	0.829327	0.000217
0.081161	0.831350	0.000222
0.081201	0.832747	0.000223
0.081241	0.833652	0.000214
0.081281	0.835058	0.000206
0.081321	0.837051	0.000209
0.081361	0.838688	0.000212
0.081401	0.839676	0.000207
0.081441	0.840867	0.000198
0.081481	0.842734	0.000197
0.081522	0.844552	0.000201
0.081562	0.845702	0.000199
0.081602	0.846753	0.000190
0.081642	0.848430	0.000187
0.081682	0.850341	0.000190
0.081722	0.851695	0.000191
0.081762	0.852698	0.000184
0.081802	0.854165	0.000178
0.081842	0.856075	0.000180
0.081882	0.857630	0.000183
0.081922	0.858675	0.000178
0.081962	0.859953	0.000171
0.082002	0.861777	0.000171
0.082042	0.863494	0.000174
0.082082	0.864655	0.000172
0.082122	0.865797	0.000165
0.082162	0.867474	0.000163
0.082202	0.869287	0.000166
0.082242	0.870608	0.000166
0.082282	0.871686	0.000160
0.082322	0.873190	0.000156
0.082362	0.875021	0.000157
0.082402	0.876509	0.000159
0.082442	0.877601	0.000155
0.082482	0.878939	0.000150
0.082523	0.880715	0.000150
0.082563	0.882346	0.000152
0.082603	0.883517	0.000150
0.082643	0.884726	0.000145
0.082683	0.886390	0.000143
0.082723	0.888115	0.000146
0.082763	0.889409	0.000145
0.082803	0.890546	0.000141
0.082843	0.892067	0.000138
0.082883	0.893824	0.000139
0.082923	0.895256	0.000140
0.082963	0.896384	0.000137
0.083003	0.897761	0.000133
0.083043	0.899486	0.000133
0.083083	0.901043	0.000135
0.083123	0.902221	0.000133
0.083163	0.903478	0.000129
0.083203	0.905118	0.000128
0.083243	0.906765	0.000130
0.083283	0.908036	0.000129
0.083323	0.909216	0.000126
0.083363	0.910740	0.000123
0.083403	0.912426	0.000125
0.083443	0.913810	0.000126
0.083483	0.914965	0.000123
0.083524	0.916363	0.000119
0.083564	0.918035	0.000120
0.083604	0.919527	0.000121
0.083644	0.920710	0.000120
0.083684	0.921997	0.000116
0.083724	0.923607	0.000116
0.083764	0.925183	0.000117
0.083804	0.926432	0.000117
0.083844	0.927640	0.000114
0.083884	0.929155	0.000112
0.083924	0.930775	0.000113
0.083964	0.932115	0.000114
0.084004	0.933288	0.000111
0.084044	0.934694	0.000109
0.084084	0.936312	0.000109
0.084124	0.937745	0.000111
0.084164	0.938927	0.000109
0.084204	0.940231	0.000106
0.084244	0.941804	0.000106
0.084284	0.943314	0.000107
0.084324	0.944542	0.000107
0.084364	0.945767	0.000104
0.084404	0.947264	0.000103
0.084444	0.948820	0.000104
0.084484	0.950119	0.000105
0.084525	0.951300	0.000103
0.084565	0.952703	0.000101
0.084605	0.954266	0.000101
0.084645	0.955644	0.000102
0.084685	0.956819	0.000101
0.084725	0.958129	0.000099
0.084765	0.959661	0.000099
0.084805	0.961108	0.000100
0.084845	0.962313	0.000099
0.084885	0.963545	0.000097
0.084925	0.965015	0.000096
0.084965	0.966508	0.000097
0.085005	0.967768	0.000098
0.085045	0.968949	0.000096
0.085085	0.970339	0.000095
0.085125	0.971846	0.000095
0.085165	0.973171	0.000096
0.085205	0.974335	0.000095
0.085245	0.975639	0.000093
0.085285	0.977127	0.000093
0.085325	0.978513	0.000094
0.085365	0.979693	0.000094
0.085405	0.980921	0.000092
0.085445	0.982359	0.000091
0.085485	0.983790	0.000093
0.085526	0.985010	0.000093
0.085566	0.986184	0.000091
0.085606	0.987552	0.000090
0.085646	0.989002	0.000091
0.085686	0.990274	0.000092
0.085726	0.991423	0.000091
0.085766	0.992713	0.000089
0.085806	0.994151	0.000089
0.085846	0.995478	0.000090
0.085886	0.996629	0.000090
0.085926	0.997846	0.000089
0.085966	0.999245	0.000088
0.086006	1.000615	0.000089
0.086046	1.001793	0.000089
0.086086	1.002953	0.000088
0.086126	1.004292	0.000087
0.086166	1.005683	0.000088
0.086206	1.006903	0.000089
0.086246	1.008030	0.000088
0.086286	1.009298	0.000087
0.086326	1.010684	0.000087
0.086366	1.011951	0.000088
0.086406	1.013070	0.000088
0.086446	1.014268	0.000087
0.086486	1.015624	0.000087
0.086527	1.016930	0.000088
0.086567	1.018065	0.000088
0.086607	1.019204	0.000087
0.086647	1.020508	0.000086
0.086687	1.021838	0.000087
0.086727	1.023005	0.000088
0.086767	1.024105	0.000087
0.086807	1.025344	0.000086
0.086847	1.026674	0.000087
0.086887	1.027881	0.000088
0.086927	1.028964	0.000088
0.086967	1.030136	0.000087
0.087007	1.031443	0.000087
0.087047	1.032686	0.000088
0.087087	1.033775	0.000088
0.087127	1.034887	0.000087
0.087167	1.036150	0.000087
0.087207	1.037417	0.000088
0.087247	1.038529	0.000089
0.087287	1.039596	0.000088
0.087327	1.040800	0.000087
0.087367	1.042072	0.000088
0.087407	1.043217	0.000089
0.087447	1.044260	0.000089
0.087487	1.045399	0.000088
0.087528	1.046654	0.000089
0.087568	1.047832	0.000090
0.087608	1.048872	0.000090
0.087648	1.049950	0.000090
0.087688	1.051167	0.000090
0.087728	1.052369	0.000091
0.087768	1.053423	0.000091
0.087808	1.054453	0.000091
0.087848	1.055616	0.000091
0.087888	1.056826	0.000092
0.087928	1.057907	0.000093
0.087968	1.058905	0.000093
0.088008	1.060006	0.000092
0.088048	1.061205	0.000093
0.088088	1.062315	0.000094
0.088128	1.063302	0.000095
0.088168	1.064342	0.000094
0.088208	1.065508	0.000095
0.088248	1.066642	0.000096
0.088288	1.067636	0.000097
0.088328	1.068623	0.000097
0.088368	1.069740	0.000097
0.088408	1.070885	0.000098
0.088448	1.071899	0.000099
0.088488	1.072848	0.000100
0.088529	1.073905	0.000099
0.088569	1.075043	0.000100
0.088609	1.076083	0.000102
0.088649	1.077013	0.000103
0.088689	1.078008	0.000103
0.088729	1.079119	0.000103
0.088769	1.080182	0.000105
0.088809	1.081111	0.000106
0.088849	1.082049	0.000106
0.088889	1.083115	0.000107
0.088929	1.084191	0.000108
0.088969	1.085134	0.000110
0.089009	1.086028	0.000111
0.089049	1.087037	0.000111
0.089089	1.088110	0.000112
0.089129	1.089074	0.000114
0.089169	1.089942	0.000115
0.089209	1.090886	0.000116
0.089249	1.091937	0.000117
0.089289	1.092924	0.000119
0.089329	1.093782	0.000121
0.089369	1.094666	0.000121
0.089409	1.095676	0.000122
0.089449	1.096677	0.000125
0.089489	1.097542	0.000127
0.089530	1.098375	0.000128
0.089570	1.099328	0.000129
0.089610	1.100330	0.000131
