# Freq_range	Reflection	Transmission
0.080000	0.787891	0.000277
0.080040	0.790250	0.000277
0.080080	0.792090	0.000282
0.080120	0.792719	0.000276
0.080160	0.793587	0.000262
0.080200	0.795681	0.000258
0.080240	0.797820	0.000263
0.080280	0.798788	0.000261
0.080320	0.799455	0.000249
0.080360	0.801193	0.000242
0.080400	0.803461	0.000245
0.080440	0.804813	0.000246
0.080480	0.805454	0.000237
0.080521	0.806824	0.000228
0.080561	0.809048	0.000229
0.080601	0.810757	0.000232
0.080641	0.811528	0.000226
0.080681	0.812592	0.000216
0.080721	0.814631	0.000214
0.080761	0.816603	0.000217
0.080801	0.817619	0.000215
0.080841	0.818489	0.000206
0.080881	0.820254	0.000201
0.080921	0.822360	0.000203
0.080961	0.823675	0.000204
0.081001	0.824488	0.000196
0.081041	0.825955	0.000190
0.081081	0.828055	0.000191
0.081121	0.829661	0.000193
0.081161	0.830547	0.000188
0.081201	0.831751	0.000180
0.081241	0.833725	0.000179
0.081281	0.835561	0.000182
0.081321	0.836621	0.000179
0.081361	0.837643	0.000172
0.081401	0.839409	0.000169
0.081441	0.841376	0.000171
0.081481	0.842667	0.000171
0.081522	0.843613	0.000165
0.081562	0.845138	0.000160
0.081602	0.847126	0.000161
0.081642	0.848654	0.000162
0.081682	0.849631	0.000158
0.081722	0.850933	0.000152
0.081762	0.852839	0.000151
0.081802	0.854564	0.000153
0.081842	0.855662	0.000151
0.081882	0.856796	0.000146
0.081922	0.858546	0.000143
0.081962	0.860396	0.000145
0.082002	0.861671	0.000144
0.082042	0.862718	0.000140
0.082082	0.864275	0.000136
0.082122	0.866162	0.000137
0.082162	0.867628	0.000137
0.082202	0.868678	0.000134
0.082242	0.870045	0.000130
0.082282	0.871883	0.000129
0.082322	0.873518	0.000131
0.082362	0.874648	0.000129
0.082402	0.875862	0.000124
0.082442	0.877584	0.000123
0.082482	0.879335	0.000124
0.082523	0.880597	0.000123
0.082563	0.881722	0.000120
0.082603	0.883290	0.000117
0.082643	0.885087	0.000118
0.082683	0.886503	0.000118
0.082723	0.887610	0.000115
0.082763	0.889017	0.000112
0.082803	0.890789	0.000112
0.082843	0.892348	0.000113
0.082883	0.893503	0.000111
0.082923	0.894774	0.000108
0.082963	0.896461	0.000106
0.083003	0.898126	0.000107
0.083043	0.899378	0.000107
0.083083	0.900559	0.000104
0.083123	0.902123	0.000102
0.083163	0.903839	0.000102
0.083203	0.905214	0.000102
0.083243	0.906362	0.000100
0.083283	0.907791	0.000097
0.083323	0.909499	0.000097
0.083363	0.910994	0.000098
0.083403	0.912167	0.000096
0.083443	0.913474	0.000094
0.083483	0.915121	0.000093
0.083524	0.916710	0.000094
0.083564	0.917953	0.000093
0.083604	0.919172	0.000091
0.083644	0.920721	0.000089
0.083684	0.922364	0.000090
0.083724	0.923702	0.000090
0.083764	0.924880	0.000088
0.083804	0.926315	0.000086
0.083844	0.927961	0.000086
0.083884	0.929399	0.000086
0.083924	0.930583	0.000085
0.083964	0.931910	0.000083
0.084004	0.933513	0.000082
0.084044	0.935035	0.000083
0.084084	0.936267	0.000082
0.084124	0.937510	0.000080
0.084164	0.939035	0.000079
0.084204	0.940608	0.000080
0.084244	0.941914	0.000079
0.084284	0.943109	0.000078
0.084324	0.944539	0.000076
0.084364	0.946123	0.000076
0.084404	0.947511	0.000077
0.084444	0.948699	0.000076
0.084484	0.950033	0.000074
0.084525	0.951589	0.000074
0.084565	0.953048	0.000074
0.084605	0.954266	0.000073
0.084645	0.955521	0.000072
0.084685	0.957015	0.000071
0.084725	0.958524	0.000071
0.084765	0.959797	0.000071
0.084805	0.961000	0.000070
0.084845	0.962414	0.000069
0.084885	0.963938	0.000069
0.084925	0.965278	0.000069
0.084965	0.966464	0.000068
0.085005	0.967793	0.000067
0.085045	0.969299	0.000066
0.085085	0.970700	0.000067
0.085125	0.971901	0.000066
0.085165	0.973156	0.000065
0.085205	0.974614	0.000064
0.085245	0.976060	0.000065
0.085285	0.977300	0.000065
0.085325	0.978502	0.000063
0.085365	0.979892	0.000062
0.085405	0.981357	0.000063
0.085445	0.982650	0.000063
0.085485	0.983826	0.000062
0.085526	0.985141	0.000061
0.085566	0.986595	0.000061
0.085606	0.987941	0.000061
0.085646	0.989121	0.000061
