# Freq_range	Reflection	Transmission
0.080000	0.788584	0.000296
0.080040	0.790616	0.000304
0.080080	0.791844	0.000303
0.080120	0.792652	0.000287
0.080160	0.794149	0.000277
0.080200	0.796210	0.000282
0.080240	0.797730	0.000286
0.080280	0.798590	0.000275
0.080320	0.799829	0.000262
0.080360	0.801797	0.000263
0.080400	0.803560	0.000268
0.080440	0.804575	0.000262
0.080480	0.805625	0.000249
0.080521	0.807412	0.000245
0.080561	0.809329	0.000251
0.080601	0.810563	0.000250
0.080641	0.811522	0.000238
0.080681	0.813085	0.000231
0.080721	0.815049	0.000235
0.080761	0.816519	0.000237
0.080801	0.817491	0.000228
0.080841	0.818835	0.000219
0.080881	0.820745	0.000220
0.080921	0.822420	0.000224
0.080961	0.823496	0.000219
0.081001	0.824667	0.000209
0.081041	0.826444	0.000206
0.081081	0.828261	0.000211
0.081121	0.829501	0.000209
0.081161	0.830574	0.000200
0.081201	0.832172	0.000195
0.081241	0.834049	0.000198
0.081281	0.835477	0.000199
0.081321	0.836536	0.000192
0.081361	0.837950	0.000185
0.081401	0.839800	0.000186
0.081441	0.841402	0.000189
0.081481	0.842526	0.000184
0.081522	0.843784	0.000177
0.081562	0.845538	0.000176
0.081602	0.847270	0.000179
0.081642	0.848515	0.000177
0.081682	0.849673	0.000170
0.081722	0.851286	0.000166
0.081762	0.853081	0.000169
0.081802	0.854476	0.000169
0.081842	0.855603	0.000164
0.081882	0.857060	0.000158
0.081922	0.858850	0.000159
0.081962	0.860392	0.000161
0.082002	0.861553	0.000158
0.082042	0.862872	0.000152
0.082082	0.864595	0.000151
0.082122	0.866252	0.000153
0.082162	0.867501	0.000152
0.082202	0.868722	0.000146
0.082242	0.870333	0.000144
0.082282	0.872056	0.000145
0.082322	0.873423	0.000145
0.082362	0.874601	0.000141
0.082402	0.876083	0.000137
0.082442	0.877814	0.000138
0.082482	0.879303	0.000139
0.082523	0.880494	0.000136
0.082563	0.881853	0.000132
0.082603	0.883539	0.000131
0.082643	0.885130	0.000133
0.082683	0.886381	0.000131
0.082723	0.887647	0.000127
0.082763	0.889246	0.000125
0.082803	0.890903	0.000127
0.082843	0.892245	0.000127
0.082883	0.893460	0.000123
0.082923	0.894951	0.000120
0.082963	0.896626	0.000121
0.083003	0.898069	0.000122
0.083043	0.899280	0.000119
0.083083	0.900664	0.000116
0.083123	0.902309	0.000115
0.083163	0.903842	0.000117
0.083203	0.905092	0.000115
0.083243	0.906388	0.000112
0.083283	0.907966	0.000111
0.083323	0.909561	0.000112
0.083363	0.910880	0.000111
0.083403	0.912120	0.000108
0.083443	0.913610	0.000106
0.083483	0.915229	0.000107
0.083524	0.916630	0.000108
0.083564	0.917854	0.000105
0.083604	0.919249	0.000103
0.083644	0.920851	0.000103
0.083684	0.922331	0.000104
0.083724	0.923577	0.000102
0.083764	0.924889	0.000100
0.083804	0.926440	0.000099
0.083844	0.927978	0.000100
0.083884	0.929274	0.000099
0.083924	0.930528	0.000097
0.083964	0.932006	0.000095
0.084004	0.933570	0.000096
0.084044	0.934933	0.000096
0.084084	0.936163	0.000094
