# Freq_range	Reflection	Transmission
0.080000	0.789526	0.000283
0.080040	0.789994	0.000291
0.080080	0.790276	0.000266
0.080120	0.792388	0.000244
0.080160	0.795091	0.000257
0.080200	0.796160	0.000273
0.080240	0.796299	0.000257
0.080280	0.797814	0.000232
0.080320	0.800538	0.000234
0.080360	0.802203	0.000252
0.080400	0.802467	0.000248
0.080440	0.803448	0.000223
0.080480	0.805945	0.000216
0.080521	0.808088	0.000232
0.080561	0.808689	0.000236
0.080601	0.809291	0.000216
0.080641	0.811389	0.000202
0.080681	0.813819	0.000212
0.080721	0.814879	0.000222
0.080761	0.815313	0.000210
0.080801	0.816938	0.000192
0.080841	0.819433	0.000195
0.080881	0.820971	0.000208
0.080921	0.821454	0.000202
0.080961	0.822632	0.000184
0.081001	0.824986	0.000181
0.081041	0.826930	0.000192
0.081081	0.827645	0.000194
0.081121	0.828485	0.000179
0.081161	0.830544	0.000169
0.081201	0.832752	0.000177
0.081241	0.833814	0.000184
0.081281	0.834477	0.000173
0.081321	0.836162	0.000161
0.081361	0.838462	0.000164
0.081401	0.839907	0.000173
0.081441	0.840567	0.000168
0.081481	0.841881	0.000154
0.081522	0.844101	0.000152
0.081562	0.845888	0.000161
0.081602	0.846700	0.000161
0.081642	0.847716	0.000149
0.081682	0.849722	0.000143
0.081722	0.851750	0.000149
0.081762	0.852822	0.000153
0.081802	0.853659	0.000145
0.081842	0.855372	0.000136
0.081882	0.857505	0.000139
0.081922	0.858882	0.000145
0.081962	0.859682	0.000140
0.082002	0.861087	0.000131
0.082042	0.863185	0.000130
0.082082	0.864849	0.000136
0.082122	0.865743	0.000135
0.082162	0.866887	0.000126
0.082202	0.868831	0.000122
0.082242	0.870711	0.000127
0.082282	0.871797	0.000129
0.082322	0.872768	0.000123
0.082362	0.874484	0.000116
0.082402	0.876474	0.000119
0.082442	0.877802	0.000123
0.082482	0.878713	0.000119
0.082523	0.880175	0.000112
0.082563	0.882161	0.000111
0.082603	0.883728	0.000116
0.082643	0.884690	0.000115
0.082683	0.885924	0.000108
0.082723	0.887804	0.000105
0.082763	0.889561	0.000109
0.082803	0.890661	0.000110
0.082843	0.891732	0.000105
0.082883	0.893435	0.000100
0.082923	0.895303	0.000102
0.082963	0.896592	0.000105
0.083003	0.897590	0.000102
0.083043	0.899083	0.000096
0.083083	0.900968	0.000096
0.083123	0.902455	0.000100
0.083163	0.903471	0.000099
0.083203	0.904767	0.000093
0.083243	0.906581	0.000091
0.083283	0.908236	0.000094
0.083323	0.909348	0.000095
0.083363	0.910493	0.000091
0.083403	0.912170	0.000087
0.083443	0.913931	0.000089
0.083483	0.915190	0.000091
0.083524	0.916253	0.000088
0.083564	0.917759	0.000084
0.083604	0.919551	0.000084
0.083644	0.920973	0.000087
0.083684	0.922031	0.000086
0.083724	0.923365	0.000081
0.083764	0.925113	0.000080
0.083804	0.926680	0.000083
0.083844	0.927801	0.000083
0.083884	0.928997	0.000079
0.083924	0.930640	0.000077
0.083964	0.932307	0.000078
0.084004	0.933540	0.000080
0.084044	0.934650	0.000077
0.084084	0.936153	0.000074
0.084124	0.937859	0.000074
0.084164	0.939224	0.000076
0.084204	0.940312	0.000075
0.084244	0.941668	0.000072
0.084284	0.943349	0.000071
0.084324	0.944839	0.000073
0.084364	0.945965	0.000073
0.084404	0.947193	0.000070
0.084444	0.948796	0.000068
0.084484	0.950378	0.000070
0.084525	0.951587	0.000070
0.084565	0.952729	0.000068
0.084605	0.954217	0.000066
0.084645	0.955843	0.000066
0.084685	0.957158	0.000068
0.084725	0.958265	0.000067
0.084765	0.959626	0.000064
0.084805	0.961242	0.000064
0.084845	0.962663	0.000065
0.084885	0.963788	0.000065
0.084925	0.965033	0.000062
0.084965	0.966590	0.000061
0.085005	0.968095	0.000062
0.085045	0.969280	0.000063
0.085085	0.970440	0.000061
0.085125	0.971903	0.000059
0.085165	0.973453	0.000060
0.085205	0.974722	0.000061
0.085245	0.975839	0.000060
0.085285	0.977193	0.000058
0.085325	0.978743	0.000057
0.085365	0.980101	0.000059
0.085405	0.981220	0.000058
0.085445	0.982469	0.000056
0.085485	0.983976	0.000055
0.085526	0.985409	0.000056
0.085566	0.986568	0.000057
0.085606	0.987734	0.000055
0.085646	0.989164	0.000054
0.085686	0.990642	0.000054
0.085726	0.991866	0.000055
0.085766	0.992984	0.000054
0.085806	0.994320	0.000052
0.085846	0.995805	0.000052
0.085886	0.997104	0.000053
0.085926	0.998210	0.000053
0.085966	0.999452	0.000051
0.086006	1.000906	0.000051
0.086046	1.002270	0.000052
0.086086	1.003401	0.000052
0.086126	1.004562	0.000050
0.086166	1.005954	0.000049
0.086206	1.007362	0.000050
0.086246	1.008542	0.000050
0.086286	1.009651	0.000049
0.086326	1.010961	0.000048
0.086366	1.012381	0.000048
0.086406	1.013622	0.000049
0.086446	1.014711	0.000049
0.086486	1.015935	0.000047
0.086527	1.017333	0.000047
0.086567	1.018631	0.000048
0.086607	1.019731	0.000048
0.086647	1.020879	0.000046
0.086687	1.022226	0.000046
0.086727	1.023565	0.000046
0.086767	1.024701	0.000047
0.086807	1.025794	0.000046
0.086847	1.027071	0.000045
0.086887	1.028424	0.000045
0.086927	1.029608	0.000045
0.086967	1.030674	0.000045
0.087007	1.031873	0.000044
0.087047	1.033212	0.000044
0.087087	1.034445	0.000044
0.087127	1.035511	0.000044
0.087167	1.036638	0.000043
0.087207	1.037936	0.000043
0.087247	1.039206	0.000043
0.087287	1.040296	0.000043
0.087327	1.041367	0.000043
0.087367	1.042604	0.000042
0.087407	1.043890	0.000042
0.087447	1.045018	0.000043
0.087487	1.046055	0.000042
0.087528	1.047222	0.000041
0.087568	1.048500	0.000041
0.087608	1.049669	0.000042
0.087648	1.050698	0.000042
0.087688	1.051796	0.000041
0.087728	1.053040	0.000040
0.087768	1.054243	0.000041
0.087808	1.055285	0.000041
0.087848	1.056327	0.000040
0.087888	1.057518	0.000040
0.087928	1.058738	0.000040
0.087968	1.059809	0.000040
0.088008	1.060813	0.000040
0.088048	1.061941	0.000039
0.088088	1.063156	0.000039
0.088128	1.064261	0.000040
0.088168	1.065249	0.000039
0.088208	1.066312	0.000039
0.088248	1.067500	0.000038
0.088288	1.068635	0.000039
0.088328	1.069628	0.000039
0.088368	1.070635	0.000038
0.088408	1.071777	0.000038
0.088448	1.072928	0.000038
0.088488	1.073942	0.000039
0.088529	1.074908	0.000038
0.088569	1.075992	0.000037
0.088609	1.077142	0.000038
0.088649	1.078183	0.000038
0.088689	1.079127	0.000038
0.088729	1.080150	0.000037
0.088769	1.081278	0.000037
0.088809	1.082345	0.000037
0.088849	1.083287	0.000038
0.088889	1.084255	0.000037
0.088929	1.085343	0.000037
0.088969	1.086426	0.000037
0.089009	1.087381	0.000037
0.089049	1.088305	0.000037
0.089089	1.089341	0.000036
0.089129	1.090425	0.000036
0.089169	1.091401	0.000037
0.089209	1.092299	0.000037
0.089249	1.093277	0.000036
0.089289	1.094343	0.000036
0.089329	1.095342	0.000037
0.089369	1.096231	0.000037
0.089409	1.097155	0.000036
0.089449	1.098187	0.000036
0.089489	1.099200	0.000036
0.089530	1.100096	0.000036
0.089570	1.100975	0.000036
0.089610	1.101959	0.000036
0.089650	1.102975	0.000036
0.089690	1.103887	0.000036
0.089730	1.104735	0.000036
0.089770	1.105665	0.000036
0.089810	1.106668	0.000036
0.089850	1.107598	0.000036
0.089890	1.108432	0.000036
0.089930	1.109309	0.000036
0.089970	1.110281	0.000035
0.090010	1.111225	0.000036
0.090050	1.112061	0.000036
0.090090	1.112891	0.000036
0.090130	1.113821	0.000035
0.090170	1.114768	0.000036
0.090210	1.115615	0.000036
0.090250	1.116412	0.000036
0.090290	1.117290	0.000035
0.090330	1.118227	0.000035
0.090370	1.119089	0.000036
0.090410	1.119867	0.000036
0.090450	1.120694	0.000036
0.090490	1.121605	0.000035
0.090531	1.122479	0.000036
0.090571	1.123253	0.000036
0.090611	1.124033	0.000036
0.090651	1.124906	0.000035
0.090691	1.125784	0.000036
0.090731	1.126565	0.000036
0.090771	1.127309	0.000036
0.090811	1.128134	0.000036
0.090851	1.129004	0.000036
0.090891	1.129797	0.000036
0.090931	1.130518	0.000036
0.090971	1.131293	0.000036
0.091011	1.132141	0.000036
0.091051	1.132945	0.000036
0.091091	1.133658	0.000037
0.091131	1.134385	0.000036
0.091171	1.135199	0.000036
0.091211	1.136008	0.000036
0.091251	1.136723	0.000037
0.091291	1.137412	0.000037
0.091331	1.138181	0.000036
0.091371	1.138985	0.000037
0.091411	1.139709	0.000037
0.091451	1.140373	0.000037
0.091491	1.141093	0.000037
0.091532	1.141878	0.000037
0.091572	1.142612	0.000037
0.091612	1.143262	0.000038
0.091652	1.143936	0.000037
0.091692	1.144690	0.000037
0.091732	1.145430	0.000038
0.091772	1.146079	0.000038
0.091812	1.146713	0.000038
0.091852	1.147425	0.000038
0.091892	1.148162	0.000038
0.091932	1.148817	0.000038
0.091972	1.149422	0.000038
0.092012	1.150087	0.000038
0.092052	1.150809	0.000038
0.092092	1.151473	0.000039
0.092132	1.152061	0.000039
0.092172	1.152680	0.000039
0.092212	1.153374	0.000039
0.092252	1.154044	0.000039
0.092292	1.154628	0.000040
0.092332	1.155206	0.000040
0.092372	1.155861	0.000040
0.092412	1.156530	0.000040
0.092452	1.157118	0.000040
0.092492	1.157664	0.000040
0.092533	1.158274	0.000040
0.092573	1.158931	0.000041
0.092613	1.159526	0.000041
0.092653	1.160053	0.000041
0.092693	1.160617	0.000041
0.092733	1.161249	0.000041
0.092773	1.161851	0.000042
0.092813	1.162370	0.000042
0.092853	1.162892	0.000042
0.092893	1.163489	0.000042
0.092933	1.164092	0.000043
0.092973	1.164612	0.000043
0.093013	1.165099	0.000043
0.093053	1.165654	0.000043
0.093093	1.166247	0.000044
0.093133	1.166775	0.000044
0.093173	1.167239	0.000044
0.093213	1.167748	0.000044
0.093253	1.168321	0.000045
0.093293	1.168855	0.000045
0.093333	1.169309	0.000046
